Gene stable ID	Gene stable ID version	NCBI gene (formerly Entrezgene) ID
ENSG00000104904	ENSG00000104904.12	4946
ENSG00000287104	ENSG00000287104.2	
ENSG00000187904	ENSG00000187904.3	
ENSG00000139233	ENSG00000139233.7	84298
ENSG00000163914	ENSG00000163914.5	6010
ENSG00000202392	ENSG00000202392.1	
ENSG00000245748	ENSG00000245748.1	100129931
ENSG00000173013	ENSG00000173013.6	257236
ENSG00000285863	ENSG00000285863.1	
ENSG00000166710	ENSG00000166710.23	567
ENSG00000173011	ENSG00000173011.12	93624
ENSG00000272556	ENSG00000272556.4	
ENSG00000228144	ENSG00000228144.2	
ENSG00000178804	ENSG00000178804.8	132243
ENSG00000291208	ENSG00000291208.1	
ENSG00000109519	ENSG00000109519.14	80273
ENSG00000239335	ENSG00000239335.4	103625681
ENSG00000090376	ENSG00000090376.11	11213
ENSG00000245468	ENSG00000245468.5	
ENSG00000227855	ENSG00000227855.5	
ENSG00000200867	ENSG00000200867.1	
ENSG00000264658	ENSG00000264658.1	100616471
ENSG00000178597	ENSG00000178597.7	768239
ENSG00000004399	ENSG00000004399.13	23129
ENSG00000172007	ENSG00000172007.7	83452
ENSG00000247556	ENSG00000247556.7	729082
ENSG00000228393	ENSG00000228393.6	
ENSG00000145365	ENSG00000145365.12	92610
ENSG00000273734	ENSG00000273734.1	
ENSG00000239569	ENSG00000239569.5	
ENSG00000091127	ENSG00000091127.14	54517
ENSG00000188305	ENSG00000188305.6	374872
ENSG00000288156	ENSG00000288156.1	
ENSG00000120251	ENSG00000120251.22	2891
ENSG00000220008	ENSG00000220008.4	645191
ENSG00000250799	ENSG00000250799.11	58510
ENSG00000289276	ENSG00000289276.1	
ENSG00000259961	ENSG00000259961.1	107984918
ENSG00000112116	ENSG00000112116.11	112744
ENSG00000215909	ENSG00000215909.3	
ENSG00000225422	ENSG00000225422.4	
ENSG00000144407	ENSG00000144407.10	5746
ENSG00000222952	ENSG00000222952.1	
ENSG00000284011	ENSG00000284011.1	102465249
ENSG00000256072	ENSG00000256072.1	
ENSG00000237445	ENSG00000237445.2	
ENSG00000253085	ENSG00000253085.1	124900446
ENSG00000199352	ENSG00000199352.1	100169751
ENSG00000199352	ENSG00000199352.1	124905422
ENSG00000199352	ENSG00000199352.1	124905424
ENSG00000199352	ENSG00000199352.1	124905425
ENSG00000199352	ENSG00000199352.1	124905426
ENSG00000199352	ENSG00000199352.1	124905427
ENSG00000199352	ENSG00000199352.1	124905428
ENSG00000199352	ENSG00000199352.1	124905429
ENSG00000199352	ENSG00000199352.1	124905430
ENSG00000199352	ENSG00000199352.1	124905431
ENSG00000199352	ENSG00000199352.1	124905432
ENSG00000199352	ENSG00000199352.1	124905433
ENSG00000199352	ENSG00000199352.1	124905434
ENSG00000199352	ENSG00000199352.1	124905435
ENSG00000199352	ENSG00000199352.1	124905436
ENSG00000199352	ENSG00000199352.1	124905437
ENSG00000199352	ENSG00000199352.1	124905438
ENSG00000199352	ENSG00000199352.1	124905754
ENSG00000199352	ENSG00000199352.1	124905755
ENSG00000199352	ENSG00000199352.1	124905756
ENSG00000199352	ENSG00000199352.1	124905757
ENSG00000199352	ENSG00000199352.1	124905758
ENSG00000199352	ENSG00000199352.1	124905759
ENSG00000199352	ENSG00000199352.1	124905760
ENSG00000199352	ENSG00000199352.1	124905761
ENSG00000199352	ENSG00000199352.1	124905762
ENSG00000199352	ENSG00000199352.1	124905763
ENSG00000199352	ENSG00000199352.1	124905764
ENSG00000199352	ENSG00000199352.1	124905765
ENSG00000199352	ENSG00000199352.1	124905766
ENSG00000199352	ENSG00000199352.1	124905767
ENSG00000199352	ENSG00000199352.1	124905768
ENSG00000199352	ENSG00000199352.1	124905769
ENSG00000199352	ENSG00000199352.1	124905770
ENSG00000199352	ENSG00000199352.1	124905771
ENSG00000199352	ENSG00000199352.1	124905772
ENSG00000199352	ENSG00000199352.1	124905773
ENSG00000199352	ENSG00000199352.1	124905774
ENSG00000199352	ENSG00000199352.1	124905775
ENSG00000199352	ENSG00000199352.1	124905776
ENSG00000199352	ENSG00000199352.1	124905777
ENSG00000199352	ENSG00000199352.1	124905778
ENSG00000199352	ENSG00000199352.1	124905779
ENSG00000199352	ENSG00000199352.1	124905780
ENSG00000199352	ENSG00000199352.1	124905781
ENSG00000199352	ENSG00000199352.1	124905782
ENSG00000199352	ENSG00000199352.1	124905783
ENSG00000199352	ENSG00000199352.1	124905784
ENSG00000199352	ENSG00000199352.1	124905785
ENSG00000199352	ENSG00000199352.1	124905786
ENSG00000199352	ENSG00000199352.1	124905787
ENSG00000199352	ENSG00000199352.1	124905788
ENSG00000199352	ENSG00000199352.1	124905789
ENSG00000199352	ENSG00000199352.1	124905790
ENSG00000199352	ENSG00000199352.1	124905791
ENSG00000199352	ENSG00000199352.1	124905792
ENSG00000199352	ENSG00000199352.1	124905793
ENSG00000199352	ENSG00000199352.1	124905794
ENSG00000199352	ENSG00000199352.1	124905795
ENSG00000199352	ENSG00000199352.1	124905796
ENSG00000199352	ENSG00000199352.1	124905797
ENSG00000199352	ENSG00000199352.1	124905798
ENSG00000199352	ENSG00000199352.1	124905799
ENSG00000199352	ENSG00000199352.1	124905800
ENSG00000199352	ENSG00000199352.1	124905801
ENSG00000199352	ENSG00000199352.1	124905802
ENSG00000199352	ENSG00000199352.1	124905803
ENSG00000199352	ENSG00000199352.1	124905804
ENSG00000199352	ENSG00000199352.1	124905805
ENSG00000199352	ENSG00000199352.1	124905806
ENSG00000199352	ENSG00000199352.1	124905807
ENSG00000199352	ENSG00000199352.1	124905810
ENSG00000199352	ENSG00000199352.1	124905811
ENSG00000199352	ENSG00000199352.1	124905812
ENSG00000199352	ENSG00000199352.1	124905813
ENSG00000199352	ENSG00000199352.1	124905814
ENSG00000199352	ENSG00000199352.1	124905815
ENSG00000199352	ENSG00000199352.1	124905816
ENSG00000199352	ENSG00000199352.1	124905817
ENSG00000199352	ENSG00000199352.1	124905818
ENSG00000199352	ENSG00000199352.1	124905819
ENSG00000199352	ENSG00000199352.1	124905820
ENSG00000199352	ENSG00000199352.1	124905821
ENSG00000199352	ENSG00000199352.1	124905822
ENSG00000199352	ENSG00000199352.1	124905823
ENSG00000199352	ENSG00000199352.1	124905824
ENSG00000199352	ENSG00000199352.1	124905825
ENSG00000199352	ENSG00000199352.1	124905826
ENSG00000199352	ENSG00000199352.1	124905827
ENSG00000199352	ENSG00000199352.1	124905828
ENSG00000199352	ENSG00000199352.1	124905829
ENSG00000199352	ENSG00000199352.1	124905830
ENSG00000199352	ENSG00000199352.1	124905831
ENSG00000199352	ENSG00000199352.1	124905832
ENSG00000199352	ENSG00000199352.1	124905833
ENSG00000199352	ENSG00000199352.1	124905834
ENSG00000199352	ENSG00000199352.1	124905835
ENSG00000199352	ENSG00000199352.1	124905836
ENSG00000199352	ENSG00000199352.1	124905837
ENSG00000199352	ENSG00000199352.1	124905838
ENSG00000199352	ENSG00000199352.1	124905839
ENSG00000199352	ENSG00000199352.1	124905840
ENSG00000199352	ENSG00000199352.1	124905841
ENSG00000199352	ENSG00000199352.1	124905842
ENSG00000199352	ENSG00000199352.1	124905843
ENSG00000199352	ENSG00000199352.1	124905844
ENSG00000199352	ENSG00000199352.1	124905845
ENSG00000199352	ENSG00000199352.1	124905846
ENSG00000256777	ENSG00000256777.1	
ENSG00000201588	ENSG00000201588.1	100169753
ENSG00000201588	ENSG00000201588.1	124905422
ENSG00000201588	ENSG00000201588.1	124905424
ENSG00000201588	ENSG00000201588.1	124905425
ENSG00000201588	ENSG00000201588.1	124905426
ENSG00000201588	ENSG00000201588.1	124905427
ENSG00000201588	ENSG00000201588.1	124905428
ENSG00000201588	ENSG00000201588.1	124905429
ENSG00000201588	ENSG00000201588.1	124905430
ENSG00000201588	ENSG00000201588.1	124905431
ENSG00000201588	ENSG00000201588.1	124905432
ENSG00000201588	ENSG00000201588.1	124905433
ENSG00000201588	ENSG00000201588.1	124905434
ENSG00000201588	ENSG00000201588.1	124905435
ENSG00000201588	ENSG00000201588.1	124905436
ENSG00000201588	ENSG00000201588.1	124905437
ENSG00000201588	ENSG00000201588.1	124905438
ENSG00000201588	ENSG00000201588.1	124905754
ENSG00000201588	ENSG00000201588.1	124905755
ENSG00000201588	ENSG00000201588.1	124905756
ENSG00000201588	ENSG00000201588.1	124905757
ENSG00000201588	ENSG00000201588.1	124905758
ENSG00000201588	ENSG00000201588.1	124905759
ENSG00000201588	ENSG00000201588.1	124905760
ENSG00000201588	ENSG00000201588.1	124905761
ENSG00000201588	ENSG00000201588.1	124905762
ENSG00000201588	ENSG00000201588.1	124905763
ENSG00000201588	ENSG00000201588.1	124905764
ENSG00000201588	ENSG00000201588.1	124905765
ENSG00000201588	ENSG00000201588.1	124905766
ENSG00000201588	ENSG00000201588.1	124905767
ENSG00000201588	ENSG00000201588.1	124905768
ENSG00000201588	ENSG00000201588.1	124905769
ENSG00000201588	ENSG00000201588.1	124905770
ENSG00000201588	ENSG00000201588.1	124905771
ENSG00000201588	ENSG00000201588.1	124905772
ENSG00000201588	ENSG00000201588.1	124905773
ENSG00000201588	ENSG00000201588.1	124905774
ENSG00000201588	ENSG00000201588.1	124905775
ENSG00000201588	ENSG00000201588.1	124905776
ENSG00000201588	ENSG00000201588.1	124905777
ENSG00000201588	ENSG00000201588.1	124905778
ENSG00000201588	ENSG00000201588.1	124905779
ENSG00000201588	ENSG00000201588.1	124905780
ENSG00000201588	ENSG00000201588.1	124905781
ENSG00000201588	ENSG00000201588.1	124905782
ENSG00000201588	ENSG00000201588.1	124905783
ENSG00000201588	ENSG00000201588.1	124905784
ENSG00000201588	ENSG00000201588.1	124905785
ENSG00000201588	ENSG00000201588.1	124905786
ENSG00000201588	ENSG00000201588.1	124905787
ENSG00000201588	ENSG00000201588.1	124905788
ENSG00000201588	ENSG00000201588.1	124905789
ENSG00000201588	ENSG00000201588.1	124905790
ENSG00000201588	ENSG00000201588.1	124905791
ENSG00000201588	ENSG00000201588.1	124905792
ENSG00000201588	ENSG00000201588.1	124905793
ENSG00000201588	ENSG00000201588.1	124905794
ENSG00000201588	ENSG00000201588.1	124905795
ENSG00000201588	ENSG00000201588.1	124905796
ENSG00000201588	ENSG00000201588.1	124905797
ENSG00000201588	ENSG00000201588.1	124905798
ENSG00000201588	ENSG00000201588.1	124905799
ENSG00000201588	ENSG00000201588.1	124905800
ENSG00000201588	ENSG00000201588.1	124905801
ENSG00000201588	ENSG00000201588.1	124905802
ENSG00000201588	ENSG00000201588.1	124905803
ENSG00000201588	ENSG00000201588.1	124905804
ENSG00000201588	ENSG00000201588.1	124905805
ENSG00000201588	ENSG00000201588.1	124905806
ENSG00000201588	ENSG00000201588.1	124905807
ENSG00000201588	ENSG00000201588.1	124905810
ENSG00000201588	ENSG00000201588.1	124905811
ENSG00000201588	ENSG00000201588.1	124905812
ENSG00000201588	ENSG00000201588.1	124905813
ENSG00000201588	ENSG00000201588.1	124905814
ENSG00000201588	ENSG00000201588.1	124905815
ENSG00000201588	ENSG00000201588.1	124905816
ENSG00000201588	ENSG00000201588.1	124905817
ENSG00000201588	ENSG00000201588.1	124905818
ENSG00000201588	ENSG00000201588.1	124905819
ENSG00000201588	ENSG00000201588.1	124905820
ENSG00000201588	ENSG00000201588.1	124905821
ENSG00000201588	ENSG00000201588.1	124905822
ENSG00000201588	ENSG00000201588.1	124905823
ENSG00000201588	ENSG00000201588.1	124905824
ENSG00000201588	ENSG00000201588.1	124905825
ENSG00000201588	ENSG00000201588.1	124905826
ENSG00000201588	ENSG00000201588.1	124905827
ENSG00000201588	ENSG00000201588.1	124905828
ENSG00000201588	ENSG00000201588.1	124905829
ENSG00000201588	ENSG00000201588.1	124905830
ENSG00000201588	ENSG00000201588.1	124905831
ENSG00000201588	ENSG00000201588.1	124905832
ENSG00000201588	ENSG00000201588.1	124905833
ENSG00000201588	ENSG00000201588.1	124905834
ENSG00000201588	ENSG00000201588.1	124905835
ENSG00000201588	ENSG00000201588.1	124905836
ENSG00000201588	ENSG00000201588.1	124905837
ENSG00000201588	ENSG00000201588.1	124905838
ENSG00000201588	ENSG00000201588.1	124905839
ENSG00000201588	ENSG00000201588.1	124905840
ENSG00000201588	ENSG00000201588.1	124905841
ENSG00000201588	ENSG00000201588.1	124905842
ENSG00000201588	ENSG00000201588.1	124905843
ENSG00000201588	ENSG00000201588.1	124905844
ENSG00000201588	ENSG00000201588.1	124905845
ENSG00000201588	ENSG00000201588.1	124905846
ENSG00000222744	ENSG00000222744.1	
ENSG00000199337	ENSG00000199337.1	100169754
ENSG00000199337	ENSG00000199337.1	100169763
ENSG00000199337	ENSG00000199337.1	124905422
ENSG00000199337	ENSG00000199337.1	124905424
ENSG00000199337	ENSG00000199337.1	124905425
ENSG00000199337	ENSG00000199337.1	124905426
ENSG00000199337	ENSG00000199337.1	124905427
ENSG00000199337	ENSG00000199337.1	124905428
ENSG00000199337	ENSG00000199337.1	124905429
ENSG00000199337	ENSG00000199337.1	124905430
ENSG00000199337	ENSG00000199337.1	124905431
ENSG00000199337	ENSG00000199337.1	124905432
ENSG00000199337	ENSG00000199337.1	124905433
ENSG00000199337	ENSG00000199337.1	124905434
ENSG00000199337	ENSG00000199337.1	124905435
ENSG00000199337	ENSG00000199337.1	124905436
ENSG00000199337	ENSG00000199337.1	124905437
ENSG00000199337	ENSG00000199337.1	124905438
ENSG00000199337	ENSG00000199337.1	124905754
ENSG00000199337	ENSG00000199337.1	124905755
ENSG00000199337	ENSG00000199337.1	124905756
ENSG00000199337	ENSG00000199337.1	124905757
ENSG00000199337	ENSG00000199337.1	124905758
ENSG00000199337	ENSG00000199337.1	124905759
ENSG00000199337	ENSG00000199337.1	124905760
ENSG00000199337	ENSG00000199337.1	124905761
ENSG00000199337	ENSG00000199337.1	124905762
ENSG00000199337	ENSG00000199337.1	124905763
ENSG00000199337	ENSG00000199337.1	124905764
ENSG00000199337	ENSG00000199337.1	124905765
ENSG00000199337	ENSG00000199337.1	124905766
ENSG00000199337	ENSG00000199337.1	124905767
ENSG00000199337	ENSG00000199337.1	124905768
ENSG00000199337	ENSG00000199337.1	124905769
ENSG00000199337	ENSG00000199337.1	124905770
ENSG00000199337	ENSG00000199337.1	124905771
ENSG00000199337	ENSG00000199337.1	124905772
ENSG00000199337	ENSG00000199337.1	124905773
ENSG00000199337	ENSG00000199337.1	124905774
ENSG00000199337	ENSG00000199337.1	124905775
ENSG00000199337	ENSG00000199337.1	124905776
ENSG00000199337	ENSG00000199337.1	124905777
ENSG00000199337	ENSG00000199337.1	124905778
ENSG00000199337	ENSG00000199337.1	124905779
ENSG00000199337	ENSG00000199337.1	124905780
ENSG00000199337	ENSG00000199337.1	124905781
ENSG00000199337	ENSG00000199337.1	124905782
ENSG00000199337	ENSG00000199337.1	124905783
ENSG00000199337	ENSG00000199337.1	124905784
ENSG00000199337	ENSG00000199337.1	124905785
ENSG00000199337	ENSG00000199337.1	124905786
ENSG00000199337	ENSG00000199337.1	124905787
ENSG00000199337	ENSG00000199337.1	124905788
ENSG00000199337	ENSG00000199337.1	124905789
ENSG00000199337	ENSG00000199337.1	124905790
ENSG00000199337	ENSG00000199337.1	124905791
ENSG00000199337	ENSG00000199337.1	124905792
ENSG00000199337	ENSG00000199337.1	124905793
ENSG00000199337	ENSG00000199337.1	124905794
ENSG00000199337	ENSG00000199337.1	124905795
ENSG00000199337	ENSG00000199337.1	124905796
ENSG00000199337	ENSG00000199337.1	124905797
ENSG00000199337	ENSG00000199337.1	124905798
ENSG00000199337	ENSG00000199337.1	124905799
ENSG00000199337	ENSG00000199337.1	124905800
ENSG00000199337	ENSG00000199337.1	124905801
ENSG00000199337	ENSG00000199337.1	124905802
ENSG00000199337	ENSG00000199337.1	124905803
ENSG00000199337	ENSG00000199337.1	124905804
ENSG00000199337	ENSG00000199337.1	124905805
ENSG00000199337	ENSG00000199337.1	124905806
ENSG00000199337	ENSG00000199337.1	124905807
ENSG00000199337	ENSG00000199337.1	124905810
ENSG00000199337	ENSG00000199337.1	124905811
ENSG00000199337	ENSG00000199337.1	124905812
ENSG00000199337	ENSG00000199337.1	124905813
ENSG00000199337	ENSG00000199337.1	124905814
ENSG00000199337	ENSG00000199337.1	124905815
ENSG00000199337	ENSG00000199337.1	124905816
ENSG00000199337	ENSG00000199337.1	124905817
ENSG00000199337	ENSG00000199337.1	124905818
ENSG00000199337	ENSG00000199337.1	124905819
ENSG00000199337	ENSG00000199337.1	124905820
ENSG00000199337	ENSG00000199337.1	124905821
ENSG00000199337	ENSG00000199337.1	124905822
ENSG00000199337	ENSG00000199337.1	124905823
ENSG00000199337	ENSG00000199337.1	124905824
ENSG00000199337	ENSG00000199337.1	124905825
ENSG00000199337	ENSG00000199337.1	124905826
ENSG00000199337	ENSG00000199337.1	124905827
ENSG00000199337	ENSG00000199337.1	124905828
ENSG00000199337	ENSG00000199337.1	124905829
ENSG00000199337	ENSG00000199337.1	124905830
ENSG00000199337	ENSG00000199337.1	124905831
ENSG00000199337	ENSG00000199337.1	124905832
ENSG00000199337	ENSG00000199337.1	124905833
ENSG00000199337	ENSG00000199337.1	124905834
ENSG00000199337	ENSG00000199337.1	124905835
ENSG00000199337	ENSG00000199337.1	124905836
ENSG00000199337	ENSG00000199337.1	124905837
ENSG00000199337	ENSG00000199337.1	124905838
ENSG00000199337	ENSG00000199337.1	124905839
ENSG00000199337	ENSG00000199337.1	124905840
ENSG00000199337	ENSG00000199337.1	124905841
ENSG00000199337	ENSG00000199337.1	124905842
ENSG00000199337	ENSG00000199337.1	124905843
ENSG00000199337	ENSG00000199337.1	124905844
ENSG00000199337	ENSG00000199337.1	124905845
ENSG00000199337	ENSG00000199337.1	124905846
ENSG00000200381	ENSG00000200381.1	100169755
ENSG00000200381	ENSG00000200381.1	124905422
ENSG00000200381	ENSG00000200381.1	124905424
ENSG00000200381	ENSG00000200381.1	124905425
ENSG00000200381	ENSG00000200381.1	124905426
ENSG00000200381	ENSG00000200381.1	124905427
ENSG00000200381	ENSG00000200381.1	124905428
ENSG00000200381	ENSG00000200381.1	124905429
ENSG00000200381	ENSG00000200381.1	124905430
ENSG00000200381	ENSG00000200381.1	124905431
ENSG00000200381	ENSG00000200381.1	124905432
ENSG00000200381	ENSG00000200381.1	124905433
ENSG00000200381	ENSG00000200381.1	124905434
ENSG00000200381	ENSG00000200381.1	124905435
ENSG00000200381	ENSG00000200381.1	124905436
ENSG00000200381	ENSG00000200381.1	124905437
ENSG00000200381	ENSG00000200381.1	124905438
ENSG00000200381	ENSG00000200381.1	124905754
ENSG00000200381	ENSG00000200381.1	124905755
ENSG00000200381	ENSG00000200381.1	124905756
ENSG00000200381	ENSG00000200381.1	124905757
ENSG00000200381	ENSG00000200381.1	124905758
ENSG00000200381	ENSG00000200381.1	124905759
ENSG00000200381	ENSG00000200381.1	124905760
ENSG00000200381	ENSG00000200381.1	124905761
ENSG00000200381	ENSG00000200381.1	124905762
ENSG00000200381	ENSG00000200381.1	124905763
ENSG00000200381	ENSG00000200381.1	124905764
ENSG00000200381	ENSG00000200381.1	124905765
ENSG00000200381	ENSG00000200381.1	124905766
ENSG00000200381	ENSG00000200381.1	124905767
ENSG00000200381	ENSG00000200381.1	124905768
ENSG00000200381	ENSG00000200381.1	124905769
ENSG00000200381	ENSG00000200381.1	124905770
ENSG00000200381	ENSG00000200381.1	124905771
ENSG00000200381	ENSG00000200381.1	124905772
ENSG00000200381	ENSG00000200381.1	124905773
ENSG00000200381	ENSG00000200381.1	124905774
ENSG00000200381	ENSG00000200381.1	124905775
ENSG00000200381	ENSG00000200381.1	124905776
ENSG00000200381	ENSG00000200381.1	124905777
ENSG00000200381	ENSG00000200381.1	124905778
ENSG00000200381	ENSG00000200381.1	124905779
ENSG00000200381	ENSG00000200381.1	124905780
ENSG00000200381	ENSG00000200381.1	124905781
ENSG00000200381	ENSG00000200381.1	124905782
ENSG00000200381	ENSG00000200381.1	124905783
ENSG00000200381	ENSG00000200381.1	124905784
ENSG00000200381	ENSG00000200381.1	124905785
ENSG00000200381	ENSG00000200381.1	124905786
ENSG00000200381	ENSG00000200381.1	124905787
ENSG00000200381	ENSG00000200381.1	124905788
ENSG00000200381	ENSG00000200381.1	124905789
ENSG00000200381	ENSG00000200381.1	124905790
ENSG00000200381	ENSG00000200381.1	124905791
ENSG00000200381	ENSG00000200381.1	124905792
ENSG00000200381	ENSG00000200381.1	124905793
ENSG00000200381	ENSG00000200381.1	124905794
ENSG00000200381	ENSG00000200381.1	124905795
ENSG00000200381	ENSG00000200381.1	124905796
ENSG00000200381	ENSG00000200381.1	124905797
ENSG00000200381	ENSG00000200381.1	124905798
ENSG00000200381	ENSG00000200381.1	124905799
ENSG00000200381	ENSG00000200381.1	124905800
ENSG00000200381	ENSG00000200381.1	124905801
ENSG00000200381	ENSG00000200381.1	124905802
ENSG00000200381	ENSG00000200381.1	124905803
ENSG00000200381	ENSG00000200381.1	124905804
ENSG00000200381	ENSG00000200381.1	124905805
ENSG00000200381	ENSG00000200381.1	124905806
ENSG00000200381	ENSG00000200381.1	124905807
ENSG00000200381	ENSG00000200381.1	124905810
ENSG00000200381	ENSG00000200381.1	124905811
ENSG00000200381	ENSG00000200381.1	124905812
ENSG00000200381	ENSG00000200381.1	124905813
ENSG00000200381	ENSG00000200381.1	124905814
ENSG00000200381	ENSG00000200381.1	124905815
ENSG00000200381	ENSG00000200381.1	124905816
ENSG00000200381	ENSG00000200381.1	124905817
ENSG00000200381	ENSG00000200381.1	124905818
ENSG00000200381	ENSG00000200381.1	124905819
ENSG00000200381	ENSG00000200381.1	124905820
ENSG00000200381	ENSG00000200381.1	124905821
ENSG00000200381	ENSG00000200381.1	124905822
ENSG00000200381	ENSG00000200381.1	124905823
ENSG00000200381	ENSG00000200381.1	124905824
ENSG00000200381	ENSG00000200381.1	124905825
ENSG00000200381	ENSG00000200381.1	124905826
ENSG00000200381	ENSG00000200381.1	124905827
ENSG00000200381	ENSG00000200381.1	124905828
ENSG00000200381	ENSG00000200381.1	124905829
ENSG00000200381	ENSG00000200381.1	124905830
ENSG00000200381	ENSG00000200381.1	124905831
ENSG00000200381	ENSG00000200381.1	124905832
ENSG00000200381	ENSG00000200381.1	124905833
ENSG00000200381	ENSG00000200381.1	124905834
ENSG00000200381	ENSG00000200381.1	124905835
ENSG00000200381	ENSG00000200381.1	124905836
ENSG00000200381	ENSG00000200381.1	124905837
ENSG00000200381	ENSG00000200381.1	124905838
ENSG00000200381	ENSG00000200381.1	124905839
ENSG00000200381	ENSG00000200381.1	124905840
ENSG00000200381	ENSG00000200381.1	124905841
ENSG00000200381	ENSG00000200381.1	124905842
ENSG00000200381	ENSG00000200381.1	124905843
ENSG00000200381	ENSG00000200381.1	124905844
ENSG00000200381	ENSG00000200381.1	124905845
ENSG00000200381	ENSG00000200381.1	124905846
ENSG00000127311	ENSG00000127311.10	92797
ENSG00000199396	ENSG00000199396.1	100169756
ENSG00000199396	ENSG00000199396.1	124905422
ENSG00000199396	ENSG00000199396.1	124905424
ENSG00000199396	ENSG00000199396.1	124905425
ENSG00000199396	ENSG00000199396.1	124905426
ENSG00000199396	ENSG00000199396.1	124905427
ENSG00000199396	ENSG00000199396.1	124905428
ENSG00000199396	ENSG00000199396.1	124905429
ENSG00000199396	ENSG00000199396.1	124905430
ENSG00000199396	ENSG00000199396.1	124905431
ENSG00000199396	ENSG00000199396.1	124905432
ENSG00000199396	ENSG00000199396.1	124905433
ENSG00000199396	ENSG00000199396.1	124905434
ENSG00000199396	ENSG00000199396.1	124905435
ENSG00000199396	ENSG00000199396.1	124905436
ENSG00000199396	ENSG00000199396.1	124905437
ENSG00000199396	ENSG00000199396.1	124905438
ENSG00000199396	ENSG00000199396.1	124905754
ENSG00000199396	ENSG00000199396.1	124905755
ENSG00000199396	ENSG00000199396.1	124905756
ENSG00000199396	ENSG00000199396.1	124905757
ENSG00000199396	ENSG00000199396.1	124905758
ENSG00000199396	ENSG00000199396.1	124905759
ENSG00000199396	ENSG00000199396.1	124905760
ENSG00000199396	ENSG00000199396.1	124905761
ENSG00000199396	ENSG00000199396.1	124905762
ENSG00000199396	ENSG00000199396.1	124905763
ENSG00000199396	ENSG00000199396.1	124905764
ENSG00000199396	ENSG00000199396.1	124905765
ENSG00000199396	ENSG00000199396.1	124905766
ENSG00000199396	ENSG00000199396.1	124905767
ENSG00000199396	ENSG00000199396.1	124905768
ENSG00000199396	ENSG00000199396.1	124905769
ENSG00000199396	ENSG00000199396.1	124905770
ENSG00000199396	ENSG00000199396.1	124905771
ENSG00000199396	ENSG00000199396.1	124905772
ENSG00000199396	ENSG00000199396.1	124905773
ENSG00000199396	ENSG00000199396.1	124905774
ENSG00000199396	ENSG00000199396.1	124905775
ENSG00000199396	ENSG00000199396.1	124905776
ENSG00000199396	ENSG00000199396.1	124905777
ENSG00000199396	ENSG00000199396.1	124905778
ENSG00000199396	ENSG00000199396.1	124905779
ENSG00000199396	ENSG00000199396.1	124905780
ENSG00000199396	ENSG00000199396.1	124905781
ENSG00000199396	ENSG00000199396.1	124905782
ENSG00000199396	ENSG00000199396.1	124905783
ENSG00000199396	ENSG00000199396.1	124905784
ENSG00000199396	ENSG00000199396.1	124905785
ENSG00000199396	ENSG00000199396.1	124905786
ENSG00000199396	ENSG00000199396.1	124905787
ENSG00000199396	ENSG00000199396.1	124905788
ENSG00000199396	ENSG00000199396.1	124905789
ENSG00000199396	ENSG00000199396.1	124905790
ENSG00000199396	ENSG00000199396.1	124905791
ENSG00000199396	ENSG00000199396.1	124905792
ENSG00000199396	ENSG00000199396.1	124905793
ENSG00000199396	ENSG00000199396.1	124905794
ENSG00000199396	ENSG00000199396.1	124905795
ENSG00000199396	ENSG00000199396.1	124905796
ENSG00000199396	ENSG00000199396.1	124905797
ENSG00000199396	ENSG00000199396.1	124905798
ENSG00000199396	ENSG00000199396.1	124905799
ENSG00000199396	ENSG00000199396.1	124905800
ENSG00000199396	ENSG00000199396.1	124905801
ENSG00000199396	ENSG00000199396.1	124905802
ENSG00000199396	ENSG00000199396.1	124905803
ENSG00000199396	ENSG00000199396.1	124905804
ENSG00000199396	ENSG00000199396.1	124905805
ENSG00000199396	ENSG00000199396.1	124905806
ENSG00000199396	ENSG00000199396.1	124905807
ENSG00000199396	ENSG00000199396.1	124905810
ENSG00000199396	ENSG00000199396.1	124905811
ENSG00000199396	ENSG00000199396.1	124905812
ENSG00000199396	ENSG00000199396.1	124905813
ENSG00000199396	ENSG00000199396.1	124905814
ENSG00000199396	ENSG00000199396.1	124905815
ENSG00000199396	ENSG00000199396.1	124905816
ENSG00000199396	ENSG00000199396.1	124905817
ENSG00000199396	ENSG00000199396.1	124905818
ENSG00000199396	ENSG00000199396.1	124905819
ENSG00000199396	ENSG00000199396.1	124905820
ENSG00000199396	ENSG00000199396.1	124905821
ENSG00000199396	ENSG00000199396.1	124905822
ENSG00000199396	ENSG00000199396.1	124905823
ENSG00000199396	ENSG00000199396.1	124905824
ENSG00000199396	ENSG00000199396.1	124905825
ENSG00000199396	ENSG00000199396.1	124905826
ENSG00000199396	ENSG00000199396.1	124905827
ENSG00000199396	ENSG00000199396.1	124905828
ENSG00000199396	ENSG00000199396.1	124905829
ENSG00000199396	ENSG00000199396.1	124905830
ENSG00000199396	ENSG00000199396.1	124905831
ENSG00000199396	ENSG00000199396.1	124905832
ENSG00000199396	ENSG00000199396.1	124905833
ENSG00000199396	ENSG00000199396.1	124905834
ENSG00000199396	ENSG00000199396.1	124905835
ENSG00000199396	ENSG00000199396.1	124905836
ENSG00000199396	ENSG00000199396.1	124905837
ENSG00000199396	ENSG00000199396.1	124905838
ENSG00000199396	ENSG00000199396.1	124905839
ENSG00000199396	ENSG00000199396.1	124905840
